,industry_code,total_wages_before,quarter,total_wages_after,wage_change
327,Home Furnishing Merchant Wholesalers ,22708.325581395347,1,28496.941860465115,-5788.616279069767
328,Home Health Services,14727.12349726776,1,19281.736612021858,-4554.613114754098
329,Home Health Equipment Rental ,24959.6,1,27743.846153846152,-2784.246153846154
330,Home and Garden Equipment Repair and Maintenance ,24728.666666666668,1,26832.666666666668,-2104.0
331,Hotels (except Casino Hotels) and Motels ,11176.481063122923,1,19580.478405315615,-8403.997342192692
332,"Household Appliances, Electric Housewares, and Con...",21576.848484848484,1,41388.84848484849,-19812.000000000004
333,Human Resources Consulting Services ,24760.603351955306,1,32841.737430167595,-8081.13407821229
334,Human Rights Organizations ,17884.897058823528,1,28342.647058823528,-10457.75
335,Hunting and Trapping,12250.833333333334,1,13507.333333333334,-1256.5
336,Ice Cream and Frozen Dessert Mfg,16470.714285714286,1,23359.14285714286,-6888.4285714285725
337,Ice Mfg ,23875.25,1,28844.416666666668,-4969.166666666668
338,In-Vitro Diagnostic Substance Mfg ,34972.22222222222,1,51668.22222222222,-16696.0
339,"Independent Artists, Writers, and Performers ",21587.60714285714,1,27759.89285714286,-6172.285714285717
340,Indoor and Outdoor Display Advertising,18697.561904761904,1,20717.32380952381,-2019.7619047619046
341,Industrial Building Const ,32082.09574468085,1,36027.734042553195,-3945.638297872345
342,Industrial Design Services,35175.333333333336,1,64131.666666666664,-28956.33333333333
343,Industrial Launderers ,20115.5,1,28770.3,-8654.8
344,Industrial Machinery and Equipment Merchant Wholes...,32784.59195402299,1,43585.38505747126,-10800.793103448275
345,Industrial Mold Mfg ,11871.0,1,35456.666666666664,-23585.666666666664
346,Industrial Process Furnace and Oven Mfg ,21182.666666666668,1,48239.0,-27056.333333333332
347,Industrial Sand Mining ,29899.333333333332,1,38907.5,-9008.166666666668
348,Industrial Supplies Merchant Wholesalers,27430.365853658535,1,37005.243902439026,-9574.87804878049
349,"Industrial Truck, Tractor, Trailer, and Stacker Ma...",25736.119047619046,1,32925.54761904762,-7189.4285714285725
350,Industrial Valve Mfg ,23982.555555555555,1,48601.833333333336,-24619.27777777778
351,Industrial and Personal Service Paper Merchant Who...,27609.073170731706,1,48672.349593495936,-21063.27642276423
352,Inland Water Passenger Trans ,17294.333333333332,1,25627.333333333332,-8333.0
353,Institutional Furniture Mfg ,13236.642857142857,1,17055.5,-3818.857142857143
354,Instrument Mfg for Measuring and Testing Electrici...,40355.0,1,44297.333333333336,-3942.3333333333358
355,Instruments and Related Products Mfg for Measuring...,35962.619047619046,1,27941.428571428572,8021.190476190473
356,Insurance Agencies and Brokerages ,23225.625272331155,1,29710.104575163397,-6484.479302832242
357,Interior Design Services,24751.848484848484,1,31210.272727272728,-6458.424242424244
358,"International, Secondary Market, and All Other Non...",23650.927536231884,1,29351.956521739132,-5701.028985507248
359,Interurban and Rural Bus Trans,27871.1,1,45516.3,-17645.200000000004
360,Investigation and Personal Background Check Servic...,19750.40625,1,17914.21875,1836.1875
361,Investment Banking and Securities Intermediation ,35475.54794520548,1,58167.65753424657,-22692.109589041094
362,Iron Foundries ,14116.555555555555,1,24448.777777777777,-10332.222222222223
363,Iron and Steel Pipe and Tube Mfg from Purchased St...,19608.0,1,20088.0,-480.0
364,Irradiation Apparatus Mfg ,91211.5,1,128229.5,-37018.0
365,Janitorial Services ,12573.164948453608,1,16429.310751104567,-3856.145802650959
366,Jewelry Retailers ,17565.5,1,23180.543478260868,-5615.043478260868
367,"Jewelry, Watch, Precious Stone, and Precious Metal...",21559.11111111111,1,36343.333333333336,-14784.222222222226
368,Junior Colleges ,20667.887931034482,1,26339.396551724138,-5671.508620689656
369,"Kaolin, Clay, and Ceramic and Refractory Minerals ...",63806.57142857143,1,39559.42857142857,24247.142857142855
370,Kidney Dialysis Centers ,19034.326530612245,1,29099.897959183672,-10065.571428571428
371,Labor Unions and Similar Labor Organizations ,27321.1,1,11267.4,16053.699999999999
372,Land Subdivision ,30493.076923076922,1,37946.692307692305,-7453.615384615383
373,Landscape Architectural Services,39348.333333333336,1,39932.833333333336,-584.5
374,Landscaping Services,16910.12660944206,1,23497.14806866953,-6587.021459227468
375,Language Schools ,2628.3333333333335,1,13926.333333333334,-11298.0
376,Lawn and Garden Tractor and Home Lawn and Garden E...,15625.461538461539,1,26381.46153846154,-10756.0
377,Legal Counsel and Prosecution ,28475.3,1,37752.0,-9276.7
378,Legislative Bodies ,17330.869565217392,1,41710.65217391304,-24379.78260869565
379,Lessors of Miniwarehouses and Self-Storage Units ,18330.256097560974,1,21117.780487804877,-2787.5243902439033
380,Lessors of Nonfinancial Intangible Assets (except ...,25973.833333333332,1,32863.333333333336,-6889.500000000004
381,Lessors of Nonresidential Buildings (except Miniwa...,22187.125925925928,1,33022.2,-10835.07407407407
382,Lessors of Other Real Estate Property ,12474.857142857143,1,44143.857142857145,-31669.0
383,Lessors of Residential Buildings and Dwellings ,20878.682142857142,1,29537.742857142857,-8659.060714285715
384,Libraries and Archives ,15299.4,1,19116.8,-3817.3999999999996
385,Limited-Service Restaurants ,9248.560276679842,1,13565.035902503294,-4316.475625823452
386,Limousine Service,15835.222222222223,1,15505.444444444445,329.7777777777774
387,Line-Haul Railroads ,2662.0,1,30357.333333333332,-27695.333333333332
388,Linen Supply ,17676.121951219513,1,19536.19512195122,-1860.0731707317063
389,Local Messengers and Local Delivery,15351.403361344537,1,21580.747899159665,-6229.344537815128
390,Locksmiths ,34875.25,1,22999.0,11876.25
391,Logging ,20303.242424242424,1,24922.090909090908,-4618.848484848484
392,Luggage and Leather Goods Retailers ,11205.0,1,38553.0,-27348.0
393,"Lumber, Plywood, Millwork, and Wood Panel Merchant...",21604.14049586777,1,35268.04132231405,-13663.90082644628
394,Machine Shops,20408.295454545456,1,27189.545454545456,-6781.25
395,Machine Tool Mfg ,33865.916666666664,1,39749.666666666664,-5883.75
396,Major Household Appliance Mfg ,16519.25925925926,1,22751.51851851852,-6232.259259259259
397,Manufactured (Mobile) Home Dealers ,15721.333333333334,1,11749.833333333334,3971.5
398,Manufactured Home (Mobile Home) Mfg ,15266.73076923077,1,27991.69230769231,-12724.961538461539
399,Marinas,26976.625,1,20048.5,6928.125
400,Marine Cargo Handling,20067.555555555555,1,22941.083333333332,-2873.5277777777774
401,Marketing Consulting Services ,23493.14144736842,1,33060.07236842105,-9566.930921052633
402,Marketing Research and Public Opinion Polling,20164.21212121212,1,21503.530303030304,-1339.3181818181838
403,Masonry Contractors ,20286.976744186046,1,23866.767441860466,-3579.79069767442
404,Materials Recovery Facilities ,25275.74074074074,1,35413.74074074074,-10137.999999999996
405,Mattress Mfg,20498.185185185186,1,27729.055555555555,-7230.870370370369
406,"Mayonnaise, Dressing, and Other Prepared Sauce Mfg...",27067.933333333334,1,37972.666666666664,-10904.73333333333
407,"Measuring, Dispensing, and Other Pumping Equipment...",26316.666666666668,1,41370.166666666664,-15053.499999999996
408,Meat Processed from Carcasses ,17944.386666666665,1,31940.586666666666,-13996.2
409,Meat Retailers ,14356.833333333334,1,19294.75,-4937.916666666666
410,Meat and Meat Product Merchant Wholesalers ,20302.322580645163,1,31279.387096774193,-10977.06451612903
411,Mechanical Power Transmission Equipment Mfg ,31689.11111111111,1,40929.22222222222,-9240.11111111111
412,Media Representatives,64023.125,1,104219.125,-40196.0
413,"Media Streaming Distribution Services, Social Netw...",30164.43023255814,1,39623.3023255814,-9458.872093023256
414,Medical Laboratories ,20281.57627118644,1,29695.542372881355,-9413.966101694914
415,"Medical, Dental, and Hospital Equipment and Suppli...",28513.902564102566,1,45584.61538461538,-17070.712820512817
416,Medicinal and Botanical Mfg ,40841.230769230766,1,34859.61538461538,5981.615384615383
417,Metal Can Mfg ,29226.655172413793,1,44437.24137931035,-15210.586206896554
418,"Metal Coating, Engraving (except Jewelry and Silve...",27485.636363636364,1,29980.484848484848,-2494.848484848484
419,"Metal Crown, Closure, and Other Metal Stamping (ex...",29469.636363636364,1,42301.181818181816,-12831.545454545452
420,Metal Heat Treating ,28919.4,1,30279.6,-1360.199999999997
421,Metal Service Centers and Other Metal Merchant Who...,23972.776119402984,1,32984.850746268654,-9012.07462686567
422,Metal Tank (Heavy Gauge) Mfg,22021.75,1,33172.083333333336,-11150.333333333336
423,Metal Window and Door Mfg ,23399.7375,1,29747.9625,-6348.225000000002
424,Mineral Wool Mfg ,41538.56,1,45549.16,-4010.600000000006
425,Miscellaneous Financial Investment Activities ,54627.5,1,82324.75,-27697.25
426,Miscellaneous Intermediation ,23191.23076923077,1,16509.76923076923,6681.461538461539
427,Mixed Mode Transit Systems ,20616.620253164558,1,32964.126582278484,-12347.506329113927
428,Mobile Food Services,15301.115384615385,1,25736.346153846152,-10435.230769230768
429,Mortgage and Nonmortgage Loan Brokers ,35100.22641509434,1,41805.47169811321,-6705.24528301887
430,Motion Picture Theaters (except Drive-Ins) ,9809.52,1,24380.6,-14571.079999999998
431,Motion Picture and Video Distribution,11989.666666666666,1,38530.444444444445,-26540.77777777778
432,Motion Picture and Video Production ,36485.350826044705,1,35084.97667638484,1400.3741496598668
433,Motor Vehicle Body Mfg ,18037.444444444445,1,26220.18181818182,-8182.737373737375
434,Motor Vehicle Brake System Mfg,20222.25,1,29794.083333333332,-9571.833333333332
435,Motor Vehicle Electrical and Electronic Equipment ...,47538.13636363636,1,85187.59090909091,-37649.45454545455
436,Motor Vehicle Gasoline Engine and Engine Parts Mfg,22866.666666666668,1,32707.619047619046,-9840.952380952378
437,Motor Vehicle Metal Stamping,19569.921348314605,1,32468.865168539327,-12898.943820224722
438,Motor Vehicle Parts (Used) Merchant Wholesalers ,12218.142857142857,1,29701.0,-17482.857142857145
439,Motor Vehicle Seating and Interior Trim Mfg,14297.262295081968,1,29741.16393442623,-15443.901639344262
440,Motor Vehicle Steering and Suspension Components (...,18138.684210526317,1,19068.78947368421,-930.1052631578932
441,Motor Vehicle Supplies and New Parts Merchant Whol...,24800.756097560974,1,26479.317073170732,-1678.5609756097583
442,Motor Vehicle Towing,21805.25,1,26983.65625,-5178.40625
443,Motor Vehicle Transmission and Power Train Parts M...,21658.263157894737,1,30137.0,-8478.736842105263
444,Motor and Generator Mfg ,37725.6,1,20417.0,17308.6
445,"Motorcycle, ATV, and All Other Motor Vehicle Deale...",21163.770833333332,1,25111.5625,-3947.791666666668
446,Museums ,14808.181818181818,1,28429.727272727272,-13621.545454545454
447,Musical Groups and Artists ,23148.266666666666,1,21201.066666666666,1947.2000000000007
448,Musical Instrument and Supplies Retailers ,4061.714285714286,1,12343.714285714286,-8282.0
449,Nail Salons ,9954.777777777777,1,18542.0,-8587.222222222223
450,Narrow Fabric Mills and Schiffli Machine Embroider...,20404.5,1,21767.0,-1362.5
451,National Security ,22467.645161290322,1,25177.677419354837,-2710.032258064515
452,Natural Gas Distribution ,29913.636363636364,1,50068.57575757576,-20154.939393939396
453,Nature Parks and Other Similar Institutions,7450.714285714285,1,11965.42857142857,-4514.714285714285
454,New Car Dealers ,26465.366013071896,1,32545.36165577342,-6079.995642701524
455,New Housing For-Sale Builders ,29353.954545454544,1,35314.59090909091,-5960.636363636368
456,New Multifamily Housing Const (except For-Sale Bui...,33503.62962962963,1,33987.07407407407,-483.44444444444525
457,New Single-Family Housing Const (except For-Sale B...,25224.515384615384,1,41860.20769230769,-16635.692307692305
458,Newspaper Publishers ,36458.5,1,55570.4,-19111.9
459,Nonchocolate Confectionery Mfg,6375.5,1,6907.25,-531.75
460,Nonferrous Forging ,15253.75,1,24949.5,-9695.75
461,Nonferrous Metal Die-Casting Foundries ,47604.25,1,39702.75,7901.5
462,Nonresidential Property Managers ,25885.659574468085,1,39558.936170212764,-13673.276595744679
463,Nonscheduled Chartered Passenger Air Trans ,20411.0,1,62435.61538461538,-42024.61538461538
464,Nonupholstered Wood Household Furniture Mfg ,62315.5,1,34062.833333333336,28252.666666666664
465,Nonwoven Fabric Mills,21864.068965517243,1,34300.1724137931,-12436.103448275859
466,Nuclear Electric Power Generation ,49498.692307692305,1,42705.153846153844,6793.538461538461
467,Nursery and Tree Production ,12450.666666666666,1,18761.2,-6310.533333333335
468,"Nursery, Garden Center, and Farm Supply Retailers ",11241.0,1,15955.585365853658,-4714.585365853658
469,Nursing Care Facilities (Skilled Nursing Facilitie...,14333.078947368422,1,23263.831024930747,-8930.752077562325
470,Office Administrative Services,20240.68253968254,1,29534.31040564374,-9293.6278659612
471,Office Equipment Merchant Wholesalers ,24854.037037037036,1,40153.666666666664,-15299.629629629628
472,Office Furniture (except Wood) Mfg ,25123.153846153848,1,45008.769230769234,-19885.615384615387
473,Office Machinery and Equipment Rental and Leasing,33299.2,1,53401.5,-20102.300000000003
474,Office Supplies (except Paper) Mfg,25693.2,1,36274.0,-10580.8
475,Office Supplies and Stationery Retailers ,15270.882352941177,1,22515.647058823528,-7244.764705882351
476,Offices of All Other Miscellaneous Health Practiti...,21456.972602739726,1,27875.84931506849,-6418.876712328765
477,Offices of Certified Public Accountants ,42329.17449664429,1,53395.92617449664,-11066.75167785235
478,Offices of Chiropractors ,14955.037037037036,1,21213.493827160495,-6258.456790123459
479,Offices of Dentists ,15217.533333333333,1,27392.96559139785,-12175.432258064517
480,Offices of Lawyers,26029.1364764268,1,34496.709677419356,-8467.573200992556
481,Offices of Mental Health Practitioners (except Phy...,20121.02857142857,1,27533.485714285714,-7412.4571428571435
482,Offices of Optometrists,21909.916666666668,1,18264.979166666668,3644.9375
483,Offices of Other Holding Companies ,28203.01818181818,1,39960.56363636364,-11757.545454545456
484,"Offices of Physical, Occupational and Speech Thera...",16113.33510638298,1,26799.42021276596,-10686.08510638298
485,Offices of Physicians (except Mental Health Specia...,17960.21076822062,1,26669.37820091924,-8709.167432698621
486,"Offices of Physicians, Mental Health Specialists ",18241.32075471698,1,29845.132075471698,-11603.811320754718
487,Offices of Podiatrists ,11370.25,1,19886.25,-8516.0
488,Offices of Real Estate Agents and Brokers,24864.07453416149,1,32799.64596273292,-7935.5714285714275
489,Offices of Real Estate Appraisers ,27060.5,1,38338.333333333336,-11277.833333333336
490,Oil and Gas Field Machinery and Equipment Mfg ,33236.666666666664,1,74386.66666666667,-41150.00000000001
491,Oil and Gas Pipeline and Related Structures Const ,31608.36842105263,1,44427.68421052631,-12819.315789473683
492,Ophthalmic Goods Merchant Wholesalers ,14466.0,1,37958.75,-23492.75
493,Optical Goods Retailers ,17825.32075471698,1,27159.43396226415,-9334.113207547169
494,Ornamental and Architectural Metal Work Mfg ,23415.526315789473,1,35279.73684210526,-11864.210526315786
495,Other Accounting Services ,19486.40807174888,1,26347.928251121077,-6861.520179372197
496,Other Activities Related to Credit Intermediation ,20654.61111111111,1,27366.333333333332,-6711.722222222223
497,Other Activities Related to Real Estate ,30300.9,1,50895.76,-20594.86
498,Other Aircraft Parts and Auxiliary Equipment Mfg ,26526.785714285714,1,40132.21428571428,-13605.428571428569
499,Other Airport Operations ,13356.51567944251,1,19658.616724738677,-6302.101045296167
